"label","genus","species","order","family","sociality","haplodiploidy","HD.arrhenotoky","HD.all","Eusocial","Eusocial.strict","Eus.strict.koos.gawne"
"Cartodere_nodifer","Cartodere","nodifer","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Encymon_gorhami","Encymon","gorhami","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Trochoideus_PNG_KP829632","Trochoideus","PNG_KP829632","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Psyllobora_borealis","Psyllobora","borealis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Cleridae_JICAP01016_BD00364968","Cleridae","JICAP01016_BD00364968","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Phloiophilus_edwardsii","Phloiophilus","edwardsii","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pseudanostirus_hieroglyphicus","Pseudanostirus","hieroglyphicus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Cardiophorus_ruficollis","Cardiophorus","ruficollis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hemiops_flava","Hemiops","flava","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hemiops_HP2013_KF317248","Hemiops","HP2013_KF317248","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Chauliognathus_pensylvanicus","Chauliognathus","pensylvanicus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Cantharidae_GMATT18816_BD00566696","Cantharidae","GMATT18816_BD00566696","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Omalisus_fontisbellaquaei","Omalisus","fontisbellaquaei","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Photinus_obscurellus","Photinus","obscurellus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aquatica_ficta","Aquatica","ficta","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pteroptyx_bearni","Pteroptyx","bearni","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Asymmetricata_circumdata","Asymmetricata","circumdata","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Phengodes_BBCCA443012_BD00927758","Phengodes","BBCCA443012_BD00927758","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Rhagophthalmus_ohbai","Rhagophthalmus","ohbai","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Microrhagus_lepidus","Microrhagus","lepidus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Eucnemidae_GMATR19216_BD001078343","Eucnemidae","GMATR19216_BD001078343","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Eucnemidae_ASALC32813_BD00500166","Eucnemidae","ASALC32813_BD00500166","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Lopheros_fraternus","Lopheros","fraternus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Dascillus_cervinus","Dascillus","cervinus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sandalus_INRMA184814_BD00463302","Sandalus","INRMA184814_BD00463302","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Omethidae_GMMBE45316_BD00780040","Omethidae","GMMBE45316_BD00780040","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Heterocerus_marginatus","Heterocerus","marginatus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Elmis_rioloides","Elmis","rioloides","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Agrilus_voriseki","Agrilus","voriseki","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Agrilus_convexicollis","Agrilus","convexicollis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Trachys_troglodytiformis","Trachys","troglodytiformis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sphenoptera_sp_BUP0141_KM364392","Sphenoptera","sp_BUP0141_KM364392","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Nycteus_oviformis","Nycteus","oviformis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ptinidae_GMMAM31115_BD00833375","Ptinidae","GMMAM31115_BD00833375","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Episernus_trapezoideus","Episernus","trapezoideus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Xyletinus_pectinatus","Xyletinus","pectinatus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Heterobostrychus_brunneus","Heterobostrychus","brunneus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Dinoderus_bifoveolatus","Dinoderus","bifoveolatus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Rhyzopertha_dominica","Rhyzopertha","dominica","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Dermestes_bicolor","Dermestes","bicolor","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Dermestes_lardarius","Dermestes","lardarius","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Attagenus_brunneus","Attagenus","brunneus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anthrenus_museorum","Anthrenus","museorum","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ptenidium_fuscicorne","Ptenidium","fuscicorne","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Pteryx_suturalis","Pteryx","suturalis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Acrotrichis_montandonii","Acrotrichis","montandonii","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ptiliidae_BBCCA445512_BD00560894","Ptiliidae","BBCCA445512_BD00560894","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ptinella_CNTIF391015_MF640800","Ptinella","CNTIF391015_MF640800","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ptinella_CNEID03112_KM846956","Ptinella","CNEID03112_KM846956","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ptiliidae_GMBZD37416_BD0087351","Ptiliidae","GMBZD37416_BD0087351","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Carpelimus_pusillus","Carpelimus","pusillus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Stenus_canaliculatus","Stenus","canaliculatus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sepedophilus_cinctulus","Sepedophilus","cinctulus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Liogluta_SSGLB390815_MF640255","Liogluta","SSGLB390815_MF640255","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Euryusa_castanoptera","Euryusa","castanoptera","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Myrmecopora_uvida","Myrmecopora","uvida","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Dexiogyia_angustiventris","Dexiogyia","angustiventris","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Philonthus_frigidus","Philonthus","frigidus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Medon_fusculus","Medon","fusculus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Geodromicus_nigrita","Geodromicus","nigrita","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Leiodes_conjuncta","Leiodes","conjuncta","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Brachygluta_sinuata","Brachygluta","sinuata","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Neophonus_bruchi","Neophonus","bruchi","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Nosodendridae_GMHJD02915_BD001192332","Nosodendridae","GMHJD02915_BD001192332","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Thanatophilus_dispar","Thanatophilus","dispar","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Anoplognathus_sp_ww04697_KP688567","Anoplognathus","sp_ww04697_KP688567","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Eupotosia_mirifica","Eupotosia","mirifica","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Polyphylla_BBCCA96612_BD00194570","Polyphylla","BBCCA96612_BD00194570","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Cheirotonus_jansoni","Cheirotonus","jansoni","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Onthophagus_lemur","Onthophagus","lemur","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Agoliinus_anthracus","Agoliinus","anthracus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Jekelius_hernandezi","Jekelius","hernandezi","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Lucanus_tetraodon","Lucanus","tetraodon","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ceruchus_chrysomelinus","Ceruchus","chrysomelinus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sinodendron_cylindricum","Sinodendron","cylindricum","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Cercyon_granarius","Cercyon","granarius","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hister_unicolor","Hister","unicolor","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Platysoma_deplanatum","Platysoma","deplanatum","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hololepta_plana","Hololepta","plana","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Atholus_erichsoni","Atholus","erichsoni","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Margarinotus_niponicus","Margarinotus","niponicus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hister_simplicisternus","Hister","simplicisternus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Euspilotus_assimilis","Euspilotus","assimilis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Saprinus_AMGS80923_KJ140517","Saprinus","AMGS80923_KJ140517","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Paromalus_parallelepipedus","Paromalus","parallelepipedus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bembidion_coloradense","Bembidion","coloradense","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Platynus_livens","Platynus","livens","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Carabus_tamang","Carabus","tamang","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Paussus_sp_BIOUG15296_A02_KY835280","Paussus","sp_BIOUG15296_A02_KY835280","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Zacotus_matthewsii","Zacotus","matthewsii","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Craspedonotus_tibialis","Craspedonotus","tibialis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Trechus_tenuiscapus","Trechus","tenuiscapus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Odontocheila_batesii","Odontocheila","batesii","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Australicapitona_hopei","Australicapitona","hopei","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Omus_dejeanii","Omus","dejeanii","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Manticora_tibialis","Manticora","tibialis","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Platychile_pallida","Platychile","pallida","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Haliplus_fulvus","Haliplus","fulvus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sandracottus_guerini","Sandracottus","guerini","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Amphizoa_INRMA126914_BD00245854","Amphizoa","INRMA126914_BD00245854","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Aspidytes_niobe","Aspidytes","niobe","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hygrobia_hermanni","Hygrobia","hermanni","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Macrogyrus_oblongus","Macrogyrus","oblongus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Peltodytes_edentulus","Peltodytes","edentulus","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Tetraphalerus_bruchi","Tetraphalerus","bruchi","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Hydroscapha_granulum","Hydroscapha","granulum","Coleoptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Stylops_bruneri","Stylops","bruneri","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Xenos_hamiltoni","Xenos","hamiltoni","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Crawfordia_lopesi","Crawfordia","lopesi","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Eurystylops_oenipontana","Eurystylops","oenipontana","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Stichotrema_dallatorreanum","Stichotrema","dallatorreanum","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Caenocholax_sp_2_DPM_2010_HM991751","Caenocholax","sp_2_DPM_2010_HM991751","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Stichotrema_sp_DPM_2011_JN082795","Stichotrema","sp_DPM_2011_JN082795","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Elenchus_GBMH820613_JN082822","Elenchus","GBMH820613_JN082822","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Halictophagus_GBMH821113_JN082817","Halictophagus","GBMH821113_JN082817","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Lychnocolax_GBMH823513_JN082793","Lychnocolax","GBMH823513_JN082793","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Triozocera_sp_1_DPM_2011_JN082787","Triozocera","sp_1_DPM_2011_JN082787","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Corioxenos_acucyrtophallus","Corioxenos","acucyrtophallus","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Myrmecolacidae_GBMH370107_AY039094","Myrmecolacidae","GBMH370107_AY039094","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Elenchus_FIDIP452017_BD00535239","Elenchus","FIDIP452017_BD00535239","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Mengenilla_moldrzyki","Mengenilla","moldrzyki","Strepsiptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Chrysoperla_adamsi","Chrysoperla","adamsi","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Berothidae_WALPI35915_BD00418409","Berothidae","WALPI35915_BD00418409","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Myrmeleon_punicanus","Myrmeleon","punicanus","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Bullanga_florida","Bullanga","florida","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ascalohybris_subjacens","Ascalohybris","subjacens","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Chasmoptera_huttii","Chasmoptera","huttii","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Nymphes_myrmeleonoides","Nymphes","myrmeleonoides","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Balmes_birmanus","Balmes","birmanus","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Osmylidae_INRMA50312_BD00317291","Osmylidae","INRMA50312_BD00317291","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sisyra_sp_BOLD_AAP2550_KM533449","Sisyra","sp_BOLD_AAP2550_KM533449","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Nallachius_americanus","Nallachius","americanus","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Coniopteryx_CNRVF90515_KR918834","Coniopteryx","CNRVF90515_KR918834","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Coniopterygidae_NGNAH118513_KR147784","Coniopterygidae","NGNAH118513_KR147784","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Coniopterygidae_JICAZ29216_BD001147210","Coniopterygidae","JICAZ29216_BD001147210","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Coniopterygidae_BBNEB42212_BD00681955","Coniopterygidae","BBNEB42212_BD00681955","Neuroptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Acanthacorydalis_orientalis","Acanthacorydalis","orientalis","Megaloptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Protohermes_xanthodes","Protohermes","xanthodes","Megaloptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Neochauliodes_bowringi","Neochauliodes","bowringi","Megaloptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Neochauliodes_rotundatus","Neochauliodes","rotundatus","Megaloptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Archichauliodes_sp","Archichauliodes","sp","Megaloptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Protochauliodes_biconicus","Protochauliodes","biconicus","Megaloptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Dysmicohermes_ingens","Dysmicohermes","ingens","Megaloptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sialis_concava","Sialis","concava","Megaloptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Inocellia_fujiana","Inocellia","fujiana","Raphidioptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Ctenocephalides_orientis","Ctenocephalides","orientis","Siphonaptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Megabothris_quirini","Megabothris","quirini","Siphonaptera","","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sabatinca_MICOW41910_HQ575038","Sabatinca","MICOW41910_HQ575038","Lepidoptera","Micropterigidae","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Micropterix_schaefferi","Micropterix","schaefferi","Lepidoptera","Micropterigidae","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sabatinca_GMATS16216_BD001026060","Sabatinca","GMATS16216_BD001026060","Lepidoptera","Micropterigidae","solitary","diploid","DD","DD","solitary","solitary","solitary"
"Sphecodes_SSGLA312415_MF901750","Sphecodes","SSGLA312415_MF901750","Hymenoptera","Halictidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Hylaeus_cf_affinis_modestus_HDBNS010_03_FJ582248","Hylaeus","cf_affinis_modestus_HDBNS010_03_FJ582248","Hymenoptera","Colletidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Andrena_subopaca","Andrena","subopaca","Hymenoptera","Andrenidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Melitturga_clavicornis","Melitturga","clavicornis","Hymenoptera","Andrenidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Macropis_nuda","Macropis","nuda","Hymenoptera","Melittidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Megachile_tsurugensis","Megachile","tsurugensis","Hymenoptera","Megachilidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Osmia_SSBAC352112_KM560873","Osmia","SSBAC352112_KM560873","Hymenoptera","Megachilidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ochreriades_fasciatus","Ochreriades","fasciatus","Hymenoptera","Megachilidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bombus_diversus","Bombus","diversus","Hymenoptera","Apidae","primitively eusocial","arrhenotoky","HD","HD","eusocial","solitary","eusocial"
"Euglossa_rufipes","Euglossa","rufipes","Hymenoptera","Apidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bombus_INRMA325017_BD0012025","Bombus","INRMA325017_BD0012025","Hymenoptera","Apidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Melipona_costaricensis","Melipona","costaricensis","Hymenoptera","Apidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Melissodes_SanDiegoEumelC_BD00897544","Melissodes","SanDiegoEumelC_BD00897544","Hymenoptera","Apidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Apis_nigrocincta","Apis","nigrocincta","Hymenoptera","Apidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Apis_florea","Apis","florea","Hymenoptera","Apidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Belomicrus_BBHYA183612_BD001042911","Belomicrus","BBHYA183612_BD001042911","Hymenoptera","Crabronidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Astata_sp_BIOUG05255_A04_KY838265","Astata","sp_BIOUG05255_A04_KY838265","Hymenoptera","Astatidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Ammophila_kennedyi","Ammophila","kennedyi","Hymenoptera","Sphecidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Nysson_sp_BOLD_2016_KR883222","Nysson","sp_BOLD_2016_KR883222","Hymenoptera","Bembicidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Spilomena_HYAS63111_BD001151135","Spilomena","HYAS63111_BD001151135","Hymenoptera","Crabronidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Alysson_affoppositus","Alysson","affoppositus","Hymenoptera","Crabronidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Crabronidae_sp_BIOUG17811_D02_KY843459","Crabronidae","sp_BIOUG17811_D02_KY843459","Hymenoptera","Crabronidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bembecinus_AUSCL117112_BD00927522","Bembecinus","AUSCL117112_BD00927522","Hymenoptera","Bembicidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Stigmus_BBHYA233712_BD00829991","Stigmus","BBHYA233712_BD00829991","Hymenoptera","Pemphredonidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Mimumesa_OPPEE664217_BD001087748","Mimumesa","OPPEE664217_BD001087748","Hymenoptera","Crabronidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Philanthus_crabroniformis","Philanthus","crabroniformis","Hymenoptera","Crabronidae","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Philanthus_MYENT25117_MF804754","Philanthus","MYENT25117_MF804754","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Sphecidae_GBMIN2567013_JQ344838","Sphecidae","GBMIN2567013_JQ344838","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Polistes_wattii","Polistes","wattii","Hymenoptera","Vespidae","primitively eusocial","arrhenotoky","HD","HD","eusocial","solitary","solitary"
"Vespa_tropica","Vespa","tropica","Hymenoptera","Vespidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Dolichovespula_sylvestris","Dolichovespula","sylvestris","Hymenoptera","Vespidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Leptochilus_MYENT28417_MF804696","Leptochilus","MYENT28417_MF804696","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Orancistrocerus_MYENT21917_MF804744","Orancistrocerus","MYENT21917_MF804744","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Solenopsis_TD01_KC567708","Solenopsis","TD01_KC567708","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Myrmica_SSEIA329313_BD00775283","Myrmica","SSEIA329313_BD00775283","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Cyphomyrmex_cf_costatus_2_NJM_2012_JQ617532","Cyphomyrmex","cf_costatus_2_NJM_2012_JQ617532","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Cardiocondyla_kagutsuchi","Cardiocondyla","kagutsuchi","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Pristomyrmex_africanus","Pristomyrmex","africanus","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Pristomyrmex_punctatus","Pristomyrmex","punctatus","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Pristomyrmex_rigidus","Pristomyrmex","rigidus","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Perissomyrmex_snyderi","Perissomyrmex","snyderi","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Rogeria_JTL009_BD00144234","Rogeria","JTL009_BD00144234","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Camponotus_propinquus","Camponotus","propinquus","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Camponotus_singularis","Camponotus","singularis","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Camponotus_yiningensis","Camponotus","yiningensis","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Polyrhachis_sp_1_IKCF_2016_KT185270","Polyrhachis","sp_1_IKCF_2016_KT185270","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Formica_accreta","Formica","accreta","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Cataglyphis_GBAHF11313_JQ681054","Cataglyphis","GBAHF11313_JQ681054","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Linepithema_pulex","Linepithema","pulex","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Leptomyrmex_niger","Leptomyrmex","niger","Hymenoptera","Formicidae","advanced eusocial","arrhenotoky","HD","HD","eusocial","eusocial","eusocial"
"Scolia_oculata","Scolia","oculata","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
"Bethylidae_NGNAU08214_KR885686","Bethylidae","NGNAU08214_KR885686","Hymenoptera","","solitary","arrhenotoky","HD","HD","solitary","solitary","solitary"
